MyPaddlePosition	MyPaddleVelocity	PreviousPaddleVelocity	OpponentPaddle	OpponentVelocity	BallPositionX	BallPositionY	BallVelocityX	BallVelocityY	
"-1.267649"	"0"	"0"	"1.201675"	"-0.2872521"	"-1.239291"	"-1.717138"	"-0.3708954"	"-3.3075"	
"-1.267649"	"0"	"0"	"1.20742"	"-0.2872521"	"-1.246709"	"-1.783288"	"-0.3708954"	"-3.3075"	
"-1.267649"	"0"	"0"	"1.213165"	"-0.2872521"	"-1.254127"	"-1.849438"	"-0.3708954"	"-3.3075"	
"-1.267649"	"0"	"0"	"1.21891"	"-0.2872521"	"-1.261545"	"-1.915588"	"-0.3708954"	"-3.3075"	
"-1.267649"	"0"	"0"	"1.224655"	"-0.2872521"	"-1.268963"	"-1.981738"	"-0.3708954"	"-3.3075"	
"-1.267649"	"0"	"0"	"1.2304"	"-0.2872521"	"-1.276381"	"-2.047888"	"-0.3708954"	"-3.3075"	
"-1.267649"	"0"	"0"	"1.236145"	"-0.2872521"	"-1.283799"	"-2.114038"	"-0.3708954"	"-3.3075"	
"-1.267649"	"0"	"0"	"1.24189"	"-0.2872521"	"-1.291217"	"-2.180188"	"-0.3708954"	"-3.3075"	
"-1.271358"	"0"	"0"	"1.247635"	"-0.2872521"	"-1.294926"	"-2.180446"	"-0.4494555"	"3.472874"	
"-1.271358"	"0"	"0"	"1.25338"	"-0.2872521"	"-1.303915"	"-2.110989"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.259125"	"-0.2872521"	"-1.312904"	"-2.041531"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.264871"	"-0.2872521"	"-1.321893"	"-1.972074"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.270616"	"-0.2872521"	"-1.330882"	"-1.902616"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.276361"	"-0.2872521"	"-1.339871"	"-1.833158"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.282106"	"-0.2872521"	"-1.34886"	"-1.763701"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.287851"	"-0.2872521"	"-1.357849"	"-1.694243"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.293596"	"-0.2872521"	"-1.366838"	"-1.624786"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.299341"	"-0.2872521"	"-1.375828"	"-1.555328"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.305086"	"-0.2872521"	"-1.384817"	"-1.485871"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.310831"	"-0.2872521"	"-1.393806"	"-1.416413"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.316576"	"-0.2872521"	"-1.402795"	"-1.346956"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.322321"	"-0.2872521"	"-1.411784"	"-1.277498"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.328066"	"-0.2872521"	"-1.420773"	"-1.208041"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.333811"	"-0.2872521"	"-1.429762"	"-1.138583"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.339556"	"-0.2872521"	"-1.438751"	"-1.069126"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.345301"	"-0.2872521"	"-1.44774"	"-0.9996682"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.351046"	"-4"	"-1.456729"	"-0.9302107"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.431046"	"-4"	"-1.465719"	"-0.8607532"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.511046"	"-4"	"-1.474708"	"-0.7912958"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.591046"	"-4"	"-1.483697"	"-0.7218383"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.671046"	"-4"	"-1.492686"	"-0.6523808"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"-4"	"-1.501675"	"-0.5829234"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.510664"	"-0.5134659"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.519653"	"-0.4440084"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.528642"	"-0.3745509"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.537631"	"-0.3050934"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.54662"	"-0.2356359"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.555609"	"-0.1661784"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.564599"	"-0.09672088"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.573588"	"-0.02726339"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.582577"	"0.04219411"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.591566"	"0.1116516"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.591566"	"0.1116516"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.600555"	"0.1811091"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.609544"	"0.2505666"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.618533"	"0.3200241"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.627522"	"0.3894816"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.636511"	"0.4589391"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.6455"	"0.5283966"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.65449"	"0.5978541"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.663479"	"0.6673115"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.672468"	"0.736769"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.681457"	"0.8062265"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.690446"	"0.875684"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.699435"	"0.9451414"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.708424"	"1.014599"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.717413"	"1.084056"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.726402"	"1.153514"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.735391"	"1.222972"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.74438"	"1.292429"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.75337"	"1.361887"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.762359"	"1.431344"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.771348"	"1.500802"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.780337"	"1.570259"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.789326"	"1.639717"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.798315"	"1.709174"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.807304"	"1.778632"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.816293"	"1.848089"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.825282"	"1.917547"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.834271"	"1.987004"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.843261"	"2.056462"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.85225"	"2.125919"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.751047"	"0"	"-1.861239"	"2.195377"	"-0.4494555"	"3.472875"	
"-1.271358"	"0"	"0"	"1.755541"	"-0.2247277"	"-1.865733"	"2.18562"	"-0.8167627"	"-3.646518"	
"-1.271358"	"0"	"0"	"1.760036"	"-0.2247278"	"-1.882069"	"2.112689"	"-0.8167628"	"-3.646518"	
"-1.271358"	"0"	"0"	"1.76453"	"-0.2247278"	"-1.898404"	"2.039759"	"-0.8167628"	"-3.646518"	
"-1.271358"	"0"	"0"	"1.769025"	"-0.2247278"	"-1.914739"	"1.966829"	"-0.8167628"	"-3.646518"	
"-1.271358"	"0"	"0"	"1.773519"	"-0.2247278"	"-1.931074"	"1.893898"	"-0.8167628"	"-3.646518"	
"-1.271358"	"0"	"0"	"1.778014"	"-0.2247278"	"-1.94741"	"1.820968"	"-0.8167628"	"-3.646518"	
"-1.271358"	"0"	"0"	"1.782508"	"-0.2247278"	"-1.963745"	"1.748038"	"-0.8167628"	"-3.646518"	
"-1.271358"	"0"	"0"	"1.787003"	"-0.2247278"	"-1.98008"	"1.675107"	"-0.8167628"	"-3.646518"	
"-1.271358"	"0"	"0"	"1.791497"	"-0.2247278"	"-1.996415"	"1.602177"	"-0.8167628"	"-3.646518"	
"-1.271358"	"0"	"0"	"1.795992"	"-0.2247278"	"-2.012751"	"1.529247"	"-0.8167628"	"-3.646518"	
"-1.351358"	"-4"	"0"	"1.875992"	"-4"	"-2.029086"	"1.456316"	"-0.8167628"	"-3.646518"	
"-1.431358"	"-4"	"-4"	"1.955992"	"-4"	"-2.045421"	"1.383386"	"-0.8167628"	"-3.646518"	
"-1.511358"	"-4"	"-4"	"2.035992"	"-4"	"-2.061756"	"1.310456"	"-0.8167628"	"-3.646518"	
"-1.591358"	"-4"	"-4"	"2.115992"	"-4"	"-2.078092"	"1.237525"	"-0.8167628"	"-3.646518"	
"-1.671358"	"-4"	"-4"	"2.093124"	"0"	"-2.094427"	"1.164595"	"-0.8167628"	"-3.646518"	
"-1.751358"	"-4"	"-4"	"2.0902"	"3.057097E-14"	"-2.110762"	"1.091665"	"-0.8167628"	"-3.646518"	
"-1.831358"	"-4"	"-4"	"2.088328"	"3.057097E-14"	"-2.127097"	"1.018734"	"-0.8167628"	"-3.646518"	
"-1.911358"	"-4"	"-4"	"2.08713"	"3.057097E-14"	"-2.143433"	"0.9458041"	"-0.8167628"	"-3.646518"	
"-1.991358"	"-4"	"-4"	"2.086363"	"3.057097E-14"	"-2.159768"	"0.8728738"	"-0.8167628"	"-3.646518"	
"-2.071358"	"-4"	"-4"	"2.085872"	"3.057097E-14"	"-2.176103"	"0.7999434"	"-0.8167628"	"-3.646518"	
"-2.151358"	"-4"	"-4"	"2.085558"	"3.057097E-14"	"-2.192438"	"0.7270131"	"-0.8167628"	"-3.646518"	
"-2.102396"	"0"	"-4"	"2.085357"	"3.057097E-14"	"-2.208774"	"0.6540828"	"-0.8167628"	"-3.646518"	
"-2.08956"	"0"	"0"	"2.085229"	"3.057097E-14"	"-2.225109"	"0.5811524"	"-0.8167628"	"-3.646518"	
"-2.08956"	"-4"	"0"	"2.085229"	"3.057097E-14"	"-2.225109"	"0.5811524"	"-0.8167628"	"-3.646518"	
"-2.087919"	"0"	"-4"	"2.085146"	"3.057097E-14"	"-2.241444"	"0.5082221"	"-0.8167628"	"-3.646518"	
"-2.086868"	"0"	"0"	"2.085094"	"3.057097E-14"	"-2.257779"	"0.4352917"	"-0.8167628"	"-3.646518"	
"-2.086195"	"0"	"0"	"2.08506"	"3.057097E-14"	"-2.274115"	"0.3623614"	"-0.8167628"	"-3.646518"	
"-2.085765"	"0"	"0"	"2.085038"	"3.057097E-14"	"-2.29045"	"0.289431"	"-0.8167628"	"-3.646518"	
"-2.08549"	"0"	"0"	"2.085025"	"3.057097E-14"	"-2.288488"	"0.2230347"	"0.8167628"	"-3.646518"	
"-2.085313"	"0"	"0"	"2.085016"	"3.057097E-14"	"-2.272153"	"0.1501044"	"0.8167628"	"-3.646518"	
"-2.085201"	"0"	"0"	"2.08501"	"3.057097E-14"	"-2.255817"	"0.07717401"	"0.8167628"	"-3.646518"	
"-2.085128"	"0"	"0"	"2.085006"	"3.057097E-14"	"-2.239482"	"0.004243642"	"0.8167628"	"-3.646518"	
"-2.085082"	"0"	"0"	"2.085004"	"3.057097E-14"	"-2.223147"	"-0.06868672"	"0.8167628"	"-3.646518"	
"-2.085052"	"0"	"0"	"2.085003"	"3.057097E-14"	"-2.206812"	"-0.1416171"	"0.8167628"	"-3.646518"	
"-2.085034"	"0"	"0"	"2.085002"	"3.057097E-14"	"-2.190476"	"-0.2145475"	"0.8167628"	"-3.646518"	
"-2.085021"	"0"	"0"	"2.085001"	"3.057097E-14"	"-2.174141"	"-0.2874778"	"0.8167628"	"-3.646518"	
"-2.085014"	"0"	"0"	"2.085001"	"3.057097E-14"	"-2.157806"	"-0.3604082"	"0.8167628"	"-3.646518"	
"-2.085009"	"0"	"0"	"2.085001"	"3.057097E-14"	"-2.141471"	"-0.4333386"	"0.8167628"	"-3.646518"	
"-2.085006"	"0"	"0"	"2.085001"	"3.057097E-14"	"-2.125135"	"-0.5062689"	"0.8167628"	"-3.646518"	
"-2.085004"	"0"	"0"	"2.085001"	"0"	"-2.1088"	"-0.5791993"	"0.8167628"	"-3.646518"	
"-2.085002"	"0"	"0"	"2.085001"	"0"	"-2.092465"	"-0.6521297"	"0.8167628"	"-3.646518"	
"-2.085001"	"0"	"0"	"2.085001"	"0"	"-2.07613"	"-0.72506"	"0.8167628"	"-3.646518"	
"-2.085001"	"0"	"0"	"2.085001"	"0"	"-2.059794"	"-0.7979903"	"0.8167628"	"-3.646518"	
"-2.085001"	"0"	"0"	"2.085001"	"0"	"-2.043459"	"-0.8709207"	"0.8167628"	"-3.646518"	
"-2.085001"	"0"	"0"	"2.085001"	"0"	"-2.027124"	"-0.943851"	"0.8167628"	"-3.646518"	
"-2.085001"	"0"	"0"	"2.085001"	"0"	"-2.010789"	"-1.016781"	"0.8167628"	"-3.646518"	
"-2.085001"	"0"	"0"	"2.085001"	"0"	"-1.994453"	"-1.089712"	"0.8167628"	"-3.646518"	
"-2.005001"	"4"	"0"	"2.085001"	"0"	"-1.978118"	"-1.162642"	"0.8167628"	"-3.646518"	
"-1.925001"	"4"	"4"	"2.085001"	"0"	"-1.961783"	"-1.235572"	"0.8167628"	"-3.646518"	
"-1.845001"	"4"	"4"	"2.085001"	"0"	"-1.945448"	"-1.308503"	"0.8167628"	"-3.646518"	
"-1.765"	"4"	"4"	"2.085001"	"0"	"-1.929112"	"-1.381433"	"0.8167628"	"-3.646518"	
"-1.685"	"4"	"4"	"2.085001"	"0"	"-1.912777"	"-1.454363"	"0.8167628"	"-3.646518"	
"-1.685"	"0"	"4"	"2.085001"	"0"	"-1.896442"	"-1.527294"	"0.8167628"	"-3.646518"	
"-1.685"	"0"	"0"	"2.085001"	"0"	"-1.880107"	"-1.600224"	"0.8167628"	"-3.646518"	
"-1.685"	"0"	"0"	"2.085001"	"0"	"-1.863771"	"-1.673154"	"0.8167628"	"-3.646518"	
"-1.685"	"0"	"0"	"2.085001"	"0"	"-1.847436"	"-1.746085"	"0.8167628"	"-3.646518"	
"-1.685"	"0"	"0"	"2.085001"	"0"	"-1.831101"	"-1.819015"	"0.8167628"	"-3.646518"	
"-1.685"	"0"	"0"	"2.085001"	"0"	"-1.814766"	"-1.891945"	"0.8167628"	"-3.646518"	
"-1.685"	"0"	"0"	"2.085001"	"0"	"-1.79843"	"-1.964876"	"0.8167628"	"-3.646518"	
"-1.685"	"0"	"0"	"2.085001"	"0"	"-1.782095"	"-2.037806"	"0.8167628"	"-3.646518"	
"-1.685"	"0"	"0"	"2.085001"	"0"	"-1.76576"	"-2.110736"	"0.8167628"	"-3.646518"	
"-1.685"	"0"	"0"	"2.085001"	"0"	"-1.749425"	"-2.183667"	"0.8167628"	"-3.646518"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.741257"	"-2.183952"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.729217"	"-2.107375"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.717177"	"-2.030798"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.705136"	"-1.954221"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.693096"	"-1.877644"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.681056"	"-1.801067"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.669016"	"-1.72449"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.656975"	"-1.647914"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.644935"	"-1.571337"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.632895"	"-1.49476"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.632895"	"-1.49476"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.620854"	"-1.418183"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.608814"	"-1.341606"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"0"	"-1.596774"	"-1.265029"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.085001"	"4"	"-1.584734"	"-1.188453"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"2.005001"	"4"	"-1.572693"	"-1.111876"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.925001"	"4"	"-1.560653"	"-1.035299"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.845001"	"4"	"-1.548613"	"-0.9587221"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.765"	"4"	"-1.536573"	"-0.8821452"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.685"	"4"	"-1.524532"	"-0.8055683"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.605"	"4"	"-1.512492"	"-0.7289914"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.525"	"4"	"-1.500452"	"-0.6524145"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.445"	"4"	"-1.488412"	"-0.5758376"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.365"	"4"	"-1.476371"	"-0.4992607"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"4"	"-1.464331"	"-0.4226838"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.452291"	"-0.3461069"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.440251"	"-0.2695301"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.42821"	"-0.1929532"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.41617"	"-0.1163763"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.40413"	"-0.03979941"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.39209"	"0.03677747"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.380049"	"0.1133544"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.368009"	"0.1899312"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.355969"	"0.2665081"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.343929"	"0.343085"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.331888"	"0.4196619"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.319848"	"0.4962388"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.307808"	"0.5728157"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.295768"	"0.6493925"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.283727"	"0.7259694"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.271687"	"0.8025463"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.259647"	"0.8791232"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.247607"	"0.9557001"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.235566"	"1.032277"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.223526"	"1.108854"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.211486"	"1.185431"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.199445"	"1.262007"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.187405"	"1.338584"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.175365"	"1.415161"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"0"	"-1.163325"	"1.491738"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.285"	"4"	"-1.151284"	"1.568315"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.205"	"4"	"-1.139244"	"1.644892"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.125"	"4"	"-1.127204"	"1.721468"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"1.045"	"4"	"-1.115164"	"1.798045"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"0.9650001"	"4"	"-1.103123"	"1.874622"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"0.9650001"	"4"	"-1.103123"	"1.874622"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"0.8850001"	"0"	"-1.091083"	"1.951199"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"0.8850001"	"0"	"-1.079043"	"2.027776"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"0.8850001"	"0"	"-1.067003"	"2.104353"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"0.8850001"	"0"	"-1.054962"	"2.18093"	"0.6020153"	"3.828844"	
"-1.676833"	"0"	"0"	"0.87898"	"0.3010076"	"-1.048942"	"2.181229"	"0.03547454"	"-4.020286"	
"-1.676833"	"0"	"0"	"0.8729599"	"0.3010076"	"-1.048233"	"2.100823"	"0.03547454"	"-4.020286"	
"-1.676833"	"0"	"0"	"0.8669397"	"0.3010076"	"-1.047523"	"2.020417"	"0.03547454"	"-4.020286"	
"-1.676833"	"0"	"0"	"0.8609196"	"0.3010076"	"-1.046814"	"1.940012"	"0.03547454"	"-4.020286"	
"-1.676833"	"0"	"0"	"0.8548995"	"0.3010076"	"-1.046104"	"1.859606"	"0.03547454"	"-4.020286"	
"-1.676833"	"0"	"0"	"0.8488793"	"0.3010076"	"-1.045395"	"1.7792"	"0.03547454"	"-4.020286"	
"-1.676833"	"4"	"0"	"0.8428592"	"0.3010076"	"-1.044685"	"1.698795"	"0.03547454"	"-4.020286"	
"-1.596833"	"4"	"4"	"0.8368391"	"0.3010076"	"-1.043975"	"1.618389"	"0.03547454"	"-4.020286"	
"-1.516833"	"4"	"4"	"0.830819"	"0.3010076"	"-1.043266"	"1.537983"	"0.03547454"	"-4.020286"	
"-1.436833"	"4"	"4"	"0.8247988"	"0.3010076"	"-1.042556"	"1.457577"	"0.03547454"	"-4.020286"	
"-1.356833"	"4"	"4"	"0.8187787"	"0.3010076"	"-1.041847"	"1.377172"	"0.03547454"	"-4.020286"	
"-1.276833"	"4"	"4"	"0.8127586"	"0.3010076"	"-1.041137"	"1.296766"	"0.03547454"	"-4.020286"	
"-1.196833"	"4"	"4"	"0.8067384"	"0.3010076"	"-1.040428"	"1.21636"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"4"	"0.8007183"	"0.3010076"	"-1.039718"	"1.135955"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"0.7946982"	"0.3010076"	"-1.039009"	"1.055549"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"0.7886781"	"0.3010076"	"-1.038299"	"0.9751432"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"0.7826579"	"0.3010076"	"-1.03759"	"0.8947375"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"0.7766378"	"0.3010076"	"-1.03688"	"0.8143318"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"0.7706177"	"0.3010076"	"-1.036171"	"0.7339261"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"0.7645975"	"0.3010076"	"-1.035461"	"0.6535203"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"0.7585774"	"0.3010076"	"-1.034752"	"0.5731146"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"0.7525573"	"-4"	"-1.034042"	"0.4927089"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"0.8325573"	"-4"	"-1.033332"	"0.4123032"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"0.9125572"	"-4"	"-1.032623"	"0.3318975"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"0.9925572"	"-4"	"-1.031913"	"0.2514918"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"1.072557"	"-4"	"-1.031204"	"0.1710861"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"1.152557"	"0"	"-1.030494"	"0.09068035"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"1.152557"	"0"	"-1.029785"	"0.01027463"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"1.152557"	"0"	"-1.029075"	"-0.07013109"	"0.03547454"	"-4.020286"	
"-1.116832"	"0"	"0"	"1.152557"	"0"	"-1.028366"	"-0.1505368"	"0.03547454"	"-4.020286"	
