MyPaddlePosition	MyPaddleTimeAsIs	OpponentPaddle	OpponentVelocity	BallPositionX	BallPositionY	BallVelocityX	BallVelocityY	IsPaddleStart	IsPaddleStop	IsPaddleContinuing	IsPaddleLeft	IsPaddleRight	
"-0.2450002"	"1.86731"	"-1.094998"	"0"	"0"	"1.08"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	
"-0.2450002"	"1.973145"	"-1.094998"	"0"	"0"	"1.38"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	
"-0.2450002"	"2.075745"	"-0.9749984"	"-3"	"0"	"1.679999"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	
"-0.2450002"	"2.177399"	"-0.6749984"	"-3"	"0"	"1.979999"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	
"-0.2450002"	"2.282227"	"-0.3661547"	"-1.441602"	"-0.04882034"	"2.216999"	"-1.441601"	"-3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.2450002"	"2.384003"	"-0.2219991"	"-1.441602"	"-0.1929849"	"1.901999"	"-1.441601"	"-3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.2450002"	"2.487244"	"-0.0778389"	"-1.441602"	"-0.337145"	"1.586999"	"-1.441601"	"-3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.2450002"	"2.59024"	"0.06632126"	"-1.441602"	"-0.4813051"	"1.271999"	"-1.441601"	"-3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.2450002"	"2.706787"	"0.2393135"	"-1.441602"	"-0.6542972"	"0.8939996"	"-1.441601"	"-3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.2450002"	"2.811249"	"0.3834735"	"-1.441602"	"-0.7984573"	"0.5789998"	"-1.441601"	"-3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.4050002"	"0"	"0.5276337"	"-1.441602"	"-0.9426174"	"0.2639998"	"-1.441601"	"-3.15"	"1"	"0"	"0"	"1"	"0"	
"-0.8050001"	"0.1044617"	"0.6717938"	"-1.441602"	"-1.086778"	"-0.05100015"	"-1.441601"	"-3.15"	"0"	"0"	"1"	"1"	"0"	
"-1.205"	"0.2049561"	"0.8159539"	"-1.441602"	"-1.230938"	"-0.3660001"	"-1.441601"	"-3.15"	"0"	"0"	"1"	"1"	"0"	
"-1.605"	"0.3069458"	"0.9601139"	"-1.441602"	"-1.375098"	"-0.681"	"-1.441601"	"-3.15"	"0"	"0"	"1"	"1"	"0"	
"-1.845001"	"0"	"1.104274"	"-1.441602"	"-1.519259"	"-0.9959998"	"-1.441601"	"-3.15"	"0"	"1"	"0"	"0"	"0"	
"-1.845001"	"0.100769"	"1.248435"	"-1.441602"	"-1.663419"	"-1.311"	"-1.441601"	"-3.15"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.2056885"	"1.421427"	"-1.441602"	"-1.836412"	"-1.688999"	"-1.441601"	"-3.15"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.3059082"	"1.565588"	"-1.441602"	"-1.980572"	"-2.003999"	"-1.441601"	"-3.15"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.4107361"	"1.709748"	"-1.441602"	"-2.141459"	"-2.125529"	"-2.277933"	"3.3075"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.5145874"	"1.853908"	"-1.441602"	"-2.23948"	"-1.794779"	"2.277933"	"3.3075"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.6144714"	"1.998069"	"-1.441602"	"-2.011687"	"-1.464029"	"2.277933"	"3.3075"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.7261353"	"2.084565"	"0"	"-1.738335"	"-1.067129"	"2.277933"	"3.3075"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.8263245"	"2.084565"	"0"	"-1.510541"	"-0.7363795"	"2.277933"	"3.3075"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.9319763"	"2.084565"	"0"	"-1.282748"	"-0.4056295"	"2.277933"	"3.3075"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"1.034363"	"2.084565"	"0"	"-1.054955"	"-0.07487945"	"2.277933"	"3.3075"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"1.135284"	"2.084565"	"0"	"-0.8271611"	"0.2558705"	"2.277933"	"3.3075"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"1.238281"	"1.904565"	"3"	"-0.5993676"	"0.5866206"	"2.277933"	"3.3075"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"1.341583"	"1.544565"	"3"	"-0.3260156"	"0.9835206"	"2.277933"	"3.3075"	"0"	"0"	"1"	"0"	"0"	
"-1.685"	"0"	"1.244565"	"3"	"-0.09822229"	"1.31427"	"2.277933"	"3.3075"	"1"	"0"	"0"	"0"	"1"	
"-1.285"	"0.1002808"	"0.9445657"	"3"	"0.129571"	"1.64502"	"2.277933"	"3.3075"	"0"	"0"	"1"	"0"	"1"	
"-0.8850001"	"0.2024231"	"0.6445657"	"3"	"0.3573643"	"1.97577"	"2.277933"	"3.3075"	"0"	"0"	"1"	"0"	"1"	
"-0.4850002"	"0.3085938"	"0.3445657"	"3"	"0.5851576"	"2.30652"	"2.277933"	"3.3075"	"0"	"0"	"1"	"0"	"1"	
"-0.4850002"	"0"	"0.04456568"	"3"	"0"	"-0.18"	"0"	"-3"	"0"	"1"	"0"	"0"	"0"	
"-0.4850002"	"0.1001282"	"-0.1354343"	"0"	"0"	"-0.48"	"0"	"-3"	"0"	"0"	"1"	"0"	"0"	
"-0.4850002"	"0.2024536"	"-0.1354343"	"0"	"0"	"-0.78"	"0"	"-3"	"0"	"0"	"1"	"0"	"0"	
"-0.4850002"	"0.3072205"	"-0.1354343"	"0"	"0"	"-1.14"	"0"	"-3"	"0"	"0"	"1"	"0"	"0"	
"-0.1650002"	"0"	"-0.1354343"	"0"	"0"	"-1.44"	"0"	"-3"	"1"	"0"	"0"	"0"	"1"	
"-0.005000234"	"0"	"-0.1354343"	"0"	"0"	"-1.739999"	"0"	"-3"	"0"	"1"	"0"	"0"	"0"	
"-0.005000234"	"0.1028442"	"-0.1354343"	"0"	"0"	"-2.039999"	"0"	"-3"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"0.2060852"	"-0.1354343"	"0"	"0.0006666977"	"-2.059694"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"0.3062744"	"-0.1354343"	"0"	"0.002333442"	"-1.744694"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"0.4076233"	"-0.1354343"	"0"	"0.004000186"	"-1.429695"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"0.5123291"	"-0.1354343"	"0"	"0.00566693"	"-1.114695"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"0.6174927"	"0.04456569"	"-3"	"0.007333674"	"-0.799695"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"0.72229"	"0.1645657"	"0"	"0.009333768"	"-0.4216952"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"0.8227844"	"0.1645657"	"0"	"0.01100051"	"-0.1066952"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"0.9264221"	"0.1645657"	"0"	"0.01266726"	"0.2083048"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"1.027039"	"0.1645657"	"0"	"0.01433401"	"0.5233047"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"1.12851"	"0.1645657"	"0"	"0.01600075"	"0.8383045"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"1.229248"	"-0.07543431"	"3"	"0.01766749"	"1.153304"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"1.3302"	"-0.1954343"	"0"	"0.01933423"	"1.468304"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"1.434906"	"-0.1954343"	"0"	"0.02100098"	"1.783304"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"1.539001"	"-0.1954343"	"0"	"0.02300107"	"2.161304"	"0.01666744"	"3.15"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"1.63974"	"-0.1954343"	"0"	"-0.0212255"	"1.921111"	"-0.5569989"	"-3.3075"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"1.739807"	"-0.1954343"	"0"	"-0.07692538"	"1.590361"	"-0.5569989"	"-3.3075"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"1.844757"	"-0.1954343"	"0"	"-0.1326253"	"1.259612"	"-0.5569989"	"-3.3075"	"0"	"0"	"1"	"0"	"0"	
"-0.005000234"	"1.948792"	"-0.1954343"	"0"	"-0.1883251"	"0.9288617"	"-0.5569989"	"-3.3075"	"0"	"0"	"1"	"0"	"0"	
"-0.1650002"	"0"	"-0.1954343"	"0"	"-0.244025"	"0.5981117"	"-0.5569989"	"-3.3075"	"1"	"0"	"0"	"1"	"0"	
"-0.5650002"	"0.1027527"	"-0.1954343"	"0"	"-0.2997249"	"0.2673616"	"-0.5569989"	"-3.3075"	"0"	"0"	"1"	"1"	"0"	
"-0.8050001"	"0"	"-0.1954343"	"0"	"-0.3554249"	"-0.06338833"	"-0.5569989"	"-3.3075"	"0"	"1"	"0"	"0"	"0"	
"-0.8050001"	"0.1002197"	"-0.1954343"	"0"	"-0.4111248"	"-0.3941383"	"-0.5569989"	"-3.3075"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"0.2007751"	"-0.1954343"	"0"	"-0.4668248"	"-0.7248884"	"-0.5569989"	"-3.3075"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"0.3051147"	"-0.1954343"	"0"	"-0.5336647"	"-1.121788"	"-0.5569989"	"-3.3075"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"0.4075012"	"-0.1954343"	"0"	"-0.5893646"	"-1.452538"	"-0.5569989"	"-3.3075"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"0.5115356"	"-0.1954343"	"0"	"-0.6450646"	"-1.783288"	"-0.5569989"	"-3.3075"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"0.6142883"	"-0.1954343"	"0"	"-0.7007645"	"-2.114038"	"-0.5569989"	"-3.3075"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"0.726593"	"-0.1954343"	"0"	"-0.7457496"	"-1.902616"	"-0.2838135"	"3.472875"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"0.8322449"	"-0.1954343"	"0"	"-0.7741309"	"-1.555328"	"-0.2838135"	"3.472875"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"0.9346008"	"-0.1954343"	"0"	"-0.8025123"	"-1.208041"	"-0.2838135"	"3.472875"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"1.039764"	"-0.1354343"	"-3"	"-0.8308936"	"-0.8607532"	"-0.2838135"	"3.472875"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"1.14093"	"0.1645657"	"-3"	"-0.859275"	"-0.5134659"	"-0.2838135"	"3.472875"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"1.244263"	"0.5245657"	"-3"	"-0.8933326"	"-0.09672088"	"-0.2838135"	"3.472875"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"1.345612"	"0.8245657"	"-3"	"-0.9217139"	"0.2505666"	"-0.2838135"	"3.472875"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"1.446533"	"1.064566"	"0"	"-0.9500953"	"0.5978541"	"-0.2838135"	"3.472875"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"1.547119"	"1.064566"	"0"	"-0.9784766"	"0.9451414"	"-0.2838135"	"3.472875"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"1.647827"	"1.064566"	"0"	"-1.006858"	"1.292429"	"-0.2838135"	"3.472875"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"1.74942"	"1.064566"	"0"	"-1.035239"	"1.639717"	"-0.2838135"	"3.472875"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"1.853546"	"1.064566"	"0"	"-1.063621"	"1.987004"	"-0.2838135"	"3.472875"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"1.95575"	"1.064566"	"0"	"-1.093453"	"2.112689"	"-0.3563472"	"-3.646518"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"2.060516"	"1.064566"	"0"	"-1.129087"	"1.748038"	"-0.3563472"	"-3.646518"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"2.165039"	"1.064566"	"0"	"-1.171849"	"1.310456"	"-0.3563472"	"-3.646518"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"2.268616"	"1.064566"	"0"	"-1.207484"	"0.9458041"	"-0.3563472"	"-3.646518"	"0"	"0"	"1"	"0"	"0"	
"-0.8050001"	"2.372559"	"1.064566"	"0"	"-1.243118"	"0.5811524"	"-0.3563472"	"-3.646518"	"0"	"0"	"1"	"0"	"0"	
"-0.9650001"	"0"	"1.064566"	"0"	"-1.278753"	"0.2165006"	"-0.3563472"	"-3.646518"	"1"	"0"	"0"	"1"	"0"	
"-1.365"	"0.1027832"	"1.064566"	"0"	"-1.314387"	"-0.1481512"	"-0.3563472"	"-3.646518"	"0"	"0"	"1"	"1"	"0"	
"-1.365"	"0"	"1.064566"	"0"	"-1.350022"	"-0.512803"	"-0.3563472"	"-3.646518"	"0"	"1"	"0"	"0"	"0"	
"-1.365"	"0.1018677"	"1.064566"	"0"	"-1.385657"	"-0.8774548"	"-0.3563472"	"-3.646518"	"0"	"0"	"1"	"0"	"0"	
"-1.365"	"0.2028809"	"1.064566"	"0"	"-1.421291"	"-1.242106"	"-0.3563472"	"-3.646518"	"0"	"0"	"1"	"0"	"0"	
"-1.365"	"0.3061829"	"1.064566"	"0"	"-1.464053"	"-1.679688"	"-0.3563472"	"-3.646518"	"0"	"0"	"1"	"0"	"0"	
"-1.365"	"0.4093933"	"1.064566"	"0"	"-1.499688"	"-2.04434"	"-0.3563472"	"-3.646518"	"0"	"0"	"1"	"0"	"0"	
"-1.365"	"0.5155334"	"1.064566"	"0"	"-1.556131"	"-2.036289"	"-0.8765742"	"3.828844"	"0"	"0"	"1"	"0"	"0"	
"-1.365"	"0.6213989"	"1.064566"	"0"	"-1.643789"	"-1.653405"	"-0.8765742"	"3.828844"	"0"	"0"	"1"	"0"	"0"	
"-1.365"	"0.7251892"	"1.064566"	"0"	"-1.748978"	"-1.193944"	"-0.8765742"	"3.828844"	"0"	"0"	"1"	"0"	"0"	
"-1.365"	"0.8270874"	"1.184566"	"-3"	"-1.836636"	"-0.81106"	"-0.8765742"	"3.828844"	"0"	"0"	"1"	"0"	"0"	
"-1.365"	"0.9322815"	"1.484565"	"-3"	"-1.924293"	"-0.4281756"	"-0.8765742"	"3.828844"	"0"	"0"	"1"	"0"	"0"	
"-1.365"	"1.033447"	"1.784565"	"-3"	"-2.011951"	"-0.04529114"	"-0.8765742"	"3.828844"	"0"	"0"	"1"	"0"	"0"	
"-1.685"	"0"	"2.084565"	"-3"	"-2.099608"	"0.3375933"	"-0.8765742"	"3.828844"	"1"	"0"	"0"	"1"	"0"	
"-1.845001"	"0"	"2.084565"	"2.292822E-14"	"-2.187265"	"0.7204777"	"-0.8765742"	"3.828844"	"0"	"1"	"0"	"0"	"0"	
"-1.845001"	"0.09997559"	"2.084565"	"2.292822E-14"	"-2.274922"	"1.103362"	"-0.8765742"	"3.828844"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.2006226"	"2.084565"	"2.292822E-14"	"-2.237176"	"1.486246"	"0.8765742"	"3.828844"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.3045654"	"2.084565"	"2.292822E-14"	"-2.149519"	"1.86913"	"0.8765742"	"3.828844"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.4102783"	"2.084565"	"2.292822E-14"	"-2.042817"	"2.105413"	"0.9522506"	"-4.020286"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.5153198"	"2.084565"	"2.292822E-14"	"-1.947591"	"1.703385"	"0.9522506"	"-4.020286"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.6290894"	"2.084565"	"0"	"-1.833321"	"1.220951"	"0.9522506"	"-4.020286"	"0"	"0"	"1"	"0"	"0"	
"-1.845001"	"0.7304993"	"2.084565"	"0"	"-1.738096"	"0.818922"	"0.9522506"	"-4.020286"	"0"	"0"	"1"	"0"	"0"	
"-1.445"	"0"	"2.084565"	"0"	"-1.642871"	"0.4168935"	"0.9522506"	"-4.020286"	"1"	"0"	"0"	"0"	"1"	
"-1.125"	"0"	"2.084565"	"0"	"-1.547647"	"0.01486491"	"0.9522506"	"-4.020286"	"0"	"1"	"0"	"0"	"0"	
"-1.125"	"0.1055603"	"2.084565"	"0"	"-1.452422"	"-0.3871637"	"0.9522506"	"-4.020286"	"0"	"0"	"1"	"0"	"0"	
"-1.045"	"0"	"2.084565"	"0"	"-1.338152"	"-0.869598"	"0.9522506"	"-4.020286"	"1"	"0"	"0"	"0"	"1"	
"-0.9650001"	"0"	"2.084565"	"0"	"-1.242927"	"-1.271627"	"0.9522506"	"-4.020286"	"0"	"1"	"0"	"0"	"0"	
"-0.9650001"	"0.1011963"	"2.084565"	"0"	"-1.147702"	"-1.673655"	"0.9522506"	"-4.020286"	"0"	"0"	"1"	"0"	"0"	
"-0.9650001"	"0.204834"	"2.084565"	"0"	"-1.052477"	"-2.075684"	"0.9522506"	"-4.020286"	"0"	"0"	"1"	"0"	"0"	
"-0.9650001"	"0.308197"	"2.084565"	"0"	"-0.967129"	"-1.932481"	"0.7876288"	"4.2213"	"0"	"0"	"1"	"0"	"0"	
"-0.9650001"	"0.4085999"	"1.904565"	"3"	"-0.8883662"	"-1.51035"	"0.7876288"	"4.2213"	"0"	"0"	"1"	"0"	"0"	
"-0.9650001"	"0.5097656"	"1.604565"	"3"	"-0.8096035"	"-1.08822"	"0.7876288"	"4.2213"	"0"	"0"	"1"	"0"	"0"	
"-0.9650001"	"0.6109314"	"1.304565"	"3"	"-0.7308407"	"-0.6660903"	"0.7876288"	"4.2213"	"0"	"0"	"1"	"0"	"0"	
"-0.9650001"	"0.7137756"	"1.004566"	"3"	"-0.6520779"	"-0.2439603"	"0.7876288"	"4.2213"	"0"	"0"	"1"	"0"	"0"	
"-0.9650001"	"0.8168945"	"0.6445657"	"3"	"-0.5575626"	"0.2625957"	"0.7876288"	"4.2213"	"0"	"0"	"1"	"0"	"0"	
"-0.9650001"	"0.9177856"	"0.3445657"	"3"	"-0.4787998"	"0.6847256"	"0.7876288"	"4.2213"	"0"	"0"	"1"	"0"	"0"	
"-0.9650001"	"1.018066"	"0.2245657"	"0"	"-0.4000368"	"1.106856"	"0.7876288"	"4.2213"	"0"	"0"	"1"	"0"	"0"	
"-0.9650001"	"1.120667"	"0.2245657"	"0"	"-0.3212739"	"1.528986"	"0.7876288"	"4.2213"	"0"	"0"	"1"	"0"	"0"	
"-0.9650001"	"1.224945"	"0.2245657"	"0"	"-0.242511"	"1.951116"	"0.7876288"	"4.2213"	"0"	"0"	"1"	"0"	"0"	
"-0.6450002"	"0"	"0.2245657"	"0"	"-0.1598398"	"2.008338"	"0.8853367"	"-4.432365"	"1"	"0"	"0"	"0"	"1"	
"-0.3250002"	"0"	"0.2245657"	"0"	"-0.07130615"	"1.565102"	"0.8853367"	"-4.432365"	"0"	"1"	"0"	"0"	"0"	
"-0.3250002"	"0.1040955"	"0.2245657"	"0"	"0.01722751"	"1.121866"	"0.8853367"	"-4.432365"	"0"	"0"	"1"	"0"	"0"	
"-0.1650002"	"0"	"0.2245657"	"0"	"0.1234679"	"0.5899822"	"0.8853367"	"-4.432365"	"1"	"0"	"0"	"0"	"1"	
"0.07499976"	"0"	"0.2245657"	"0"	"0.2120016"	"0.1467457"	"0.8853367"	"-4.432365"	"0"	"1"	"0"	"0"	"0"	
"0.07499976"	"0.1042175"	"0.2245657"	"0"	"0.3005353"	"-0.2964908"	"0.8853367"	"-4.432365"	"0"	"0"	"1"	"0"	"0"	
"0.4749997"	"0"	"0.2245657"	"0"	"0.3890689"	"-0.7397273"	"0.8853367"	"-4.432365"	"1"	"0"	"0"	"0"	"1"	
"0.5549997"	"0"	"0.2245657"	"0"	"0.4776025"	"-1.182964"	"0.8853367"	"-4.432365"	"0"	"1"	"0"	"0"	"0"	
"0.5549997"	"0.1036377"	"0.2245657"	"0"	"0.5661362"	"-1.6262"	"0.8853367"	"-4.432365"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"0.2059021"	"0.2245657"	"0"	"0.6546699"	"-2.069436"	"0.8853367"	"-4.432365"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"0.3061829"	"0.2245657"	"0"	"0.7702203"	"-1.90656"	"1.335616"	"4.653983"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"0.4072571"	"0.2245657"	"0"	"0.9037818"	"-1.441161"	"1.335616"	"4.653983"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"0.5082397"	"-0.01543432"	"3"	"1.064056"	"-0.8826832"	"1.335616"	"4.653983"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"0.6097107"	"-0.3154343"	"3"	"1.197617"	"-0.4172848"	"1.335616"	"4.653983"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"0.7180786"	"-0.6154343"	"3"	"1.331179"	"0.04811354"	"1.335616"	"4.653983"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"0.8216553"	"-0.9154343"	"3"	"1.46474"	"0.5135118"	"1.335616"	"4.653983"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"0.9268188"	"-1.215434"	"3"	"1.598302"	"0.9789103"	"1.335616"	"4.653983"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"1.041809"	"-1.575434"	"3"	"1.758575"	"1.537388"	"1.335616"	"4.653983"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"1.142059"	"-1.875433"	"3"	"1.892137"	"2.002787"	"1.335616"	"4.653983"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"1.246704"	"-2.092978"	"0"	"2.014611"	"1.993023"	"1.058418"	"-4.886683"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"1.349274"	"-2.085548"	"-2.292822E-14"	"2.14162"	"1.406622"	"1.058418"	"-4.886683"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"1.452087"	"-2.085059"	"-2.292822E-14"	"2.247461"	"0.9179535"	"1.058418"	"-4.886683"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"1.554749"	"-2.085006"	"-2.292822E-14"	"2.245734"	"0.4292854"	"-1.058418"	"-4.886683"	"0"	"0"	"1"	"0"	"0"	
"0.5549997"	"1.657715"	"-2.085001"	"-2.292822E-14"	"2.139893"	"-0.05938286"	"-1.058418"	"-4.886683"	"0"	"0"	"1"	"0"	"0"	
"0.7949997"	"0"	"-2.085001"	"0"	"2.012883"	"-0.6457847"	"-1.058418"	"-4.886683"	"1"	"0"	"0"	"0"	"1"	
"1.195"	"0.1015625"	"-2.085001"	"0"	"1.907041"	"-1.134453"	"-1.058418"	"-4.886683"	"0"	"0"	"1"	"0"	"1"	
"1.595"	"0.2042236"	"-2.085001"	"0"	"1.8012"	"-1.623121"	"-1.058418"	"-4.886683"	"0"	"0"	"1"	"0"	"1"	
"1.835"	"0"	"-2.085001"	"0"	"1.695358"	"-2.111789"	"-1.058418"	"-4.886683"	"0"	"1"	"0"	"0"	"0"	
"1.835"	"0.1038513"	"-2.085001"	"0"	"1.514744"	"-1.672551"	"-1.594452"	"5.131016"	"0"	"0"	"1"	"0"	"0"	
"1.835"	"0.2084045"	"-2.085001"	"0"	"1.355299"	"-1.15945"	"-1.594452"	"5.131016"	"0"	"0"	"1"	"0"	"0"	
"1.835"	"0.3105469"	"-2.085001"	"-3"	"1.195853"	"-0.646348"	"-1.594452"	"5.131016"	"0"	"0"	"1"	"0"	"0"	
"1.835"	"0.4127197"	"-1.785001"	"-3"	"1.036408"	"-0.1332464"	"-1.594452"	"5.131016"	"0"	"0"	"1"	"0"	"0"	
"1.835"	"0.5136414"	"-1.485001"	"-3"	"0.8769628"	"0.3798553"	"-1.594452"	"5.131016"	"0"	"0"	"1"	"0"	"0"	
"1.835"	"0.6158142"	"-1.185001"	"-3"	"0.7175177"	"0.8929569"	"-1.594452"	"5.131016"	"0"	"0"	"1"	"0"	"0"	
"1.675"	"0"	"-0.8850015"	"-3"	"0.5580726"	"1.406059"	"-1.594452"	"5.131016"	"1"	"0"	"0"	"1"	"0"	
"1.275"	"0.1013184"	"-0.5850015"	"-3"	"0.3986273"	"1.91916"	"-1.594452"	"5.131016"	"0"	"0"	"1"	"1"	"0"	
"0.8749996"	"0.2028198"	"-0.2850015"	"-3"	"0.2255766"	"1.970219"	"-1.93459"	"-5.387567"	"0"	"0"	"1"	"1"	"0"	
"0.4749997"	"0.303009"	"0.01499849"	"-3"	"0.03211758"	"1.431462"	"-1.93459"	"-5.387567"	"0"	"0"	"1"	"1"	"0"	
"0.07499976"	"0.4049988"	"0.3149985"	"0"	"-0.1613414"	"0.8927052"	"-1.93459"	"-5.387567"	"0"	"0"	"1"	"1"	"0"	
"-0.4050002"	"0.5083923"	"0.3149985"	"0"	"-0.3934922"	"0.2461971"	"-1.93459"	"-5.387567"	"0"	"0"	"1"	"1"	"0"	
"-0.8050001"	"0.6094666"	"0.3149985"	"0"	"-0.5869512"	"-0.2925596"	"-1.93459"	"-5.387567"	"0"	"0"	"1"	"1"	"0"	
"-1.125"	"0"	"0.3149985"	"0"	"-0.7804103"	"-0.8313164"	"-1.93459"	"-5.387567"	"0"	"1"	"0"	"0"	"0"	
"-1.125"	"0.1056824"	"0.3149985"	"0"	"-0.9738694"	"-1.370073"	"-1.93459"	"-5.387567"	"0"	"0"	"1"	"0"	"0"	
"-1.125"	"0.2108459"	"0.3149985"	"0"	"-1.167328"	"-1.90883"	"-1.93459"	"-5.387567"	"0"	"0"	"1"	"0"	"0"	
"-1.125"	"0.3140564"	"0.3149985"	"0"	"-1.381908"	"-1.959464"	"-2.462601"	"5.656945"	"0"	"0"	"1"	"0"	"0"	
"-1.125"	"0.4141541"	"0.3149985"	"0"	"-1.628168"	"-1.393769"	"-2.462601"	"5.656945"	"0"	"0"	"1"	"0"	"0"	
"-1.125"	"0.5168152"	"0.3149985"	"0"	"-1.92368"	"-0.7149355"	"-2.462601"	"5.656945"	"0"	"0"	"1"	"0"	"0"	
"-1.125"	"0.6188049"	"0.3149985"	"0"	"-2.16994"	"-0.149241"	"-2.462601"	"5.656945"	"0"	"0"	"1"	"0"	"0"	
"-1.125"	"0.7209167"	"0.3749985"	"-3"	"-2.186535"	"0.4164535"	"2.462601"	"5.656945"	"0"	"0"	"1"	"0"	"0"	
"-1.125"	"0.8217773"	"0.6749985"	"-3"	"-1.940275"	"0.9821481"	"2.462601"	"5.656945"	"0"	"0"	"1"	"0"	"0"	
"-1.125"	"0.9239502"	"0.9749985"	"-3"	"-1.694015"	"1.547843"	"2.462601"	"5.656945"	"0"	"0"	"1"	"0"	"0"	
